Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
"4981045","TYNGSBOROUGH","06/11/2021","Non-fatal injury","Open","6:51 PM","2021","Suspected Minor Injury (B)","2","Local police","","45-54","45-54","","","06:00PM to 06:59PM","D1: (No improper driving)  / D2: (Other improper action) ","D1: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202119300256","Dry","T-intersection","NMCOG","0","1","Traffic control signal","Two-way, divided, unprotected median","V1: Slowing or stopped in traffic / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(Yes, vehicle or trailer disabled)","V1: S  / V2: S","Cloudy","MIDDLESEX"," 21-99-AC","","","Roadway","Operator Designated","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205758.71538991","934108.59804865","42.65753661","-71.42976495",""," RAMP-RT 3 SB TO WESTFORD RD"," WESTFORD ROAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","","","","","","RAMP-RT 3 SB TO WESTFORD RD","ROUTE 3","WESTFORD ROAD","TYNGSBOROUGH","","","","","","","","","","","Minor Arterial"
"4983906","CHELMSFORD","07/14/2021","Property damage only (none injured)","Open","10:47 PM","2021","No Apparent Injury (O)","2","Local police","","21-24","21-24","","","10:00PM to 10:59PM","D1: (No improper driving),(No improper driving)  / D2: (Operating vehicle in erratic, reckless, careless, negligent or aggressive manner),(Emotional) ","D1: Not Distracted / D2: Not Distracted","Collision with utility pole","Yes","Dark - roadway not lighted","Head-on","4","","",""," PW202120000139","Dry","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Parked / V2: Turning left","V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)","V2:(No)","V1:(No) / V2:(Yes, vehicle or trailer disabled)","V1: Not Reported / V2: E","Clear/Clear","MIDDLESEX"," 799053","","","Roadside","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with utility pole)","None","No, school bus not involved","30","Not reported"," V1:(Collision with motor vehicle in traffic) V2:(Collision with utility pole),(Collision with fence),(Collision with parked motor vehicle)","No","","","","","","","","208462.77733034","932980.30494734","42.64735488","-71.39680206","9"," CROSS ST","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","20","Bituminous concrete road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","CROSS STREET","TYNGSBOROUGH ROAD","MISSION ROAD","CHELMSFORD","Good","Level Terrain","","","","","0","0","","","Local"
"4984283","TYNGSBOROUGH","07/16/2021","Property damage only (none injured)","Open","9:01 AM","2021","No Apparent Injury (O)","1","State police","A","45-54","45-54","","","09:00AM to 09:59AM","D1: (Inattention) ","D1: External distraction (outside the vehicle)","Other","Yes","Daylight","Single vehicle crash","4","","",""," PW202120000338","Dry","Not at junction","NMCOG","0","0","No controls","Two-way, divided, unprotected median","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, other reason not disabled)","V1: S","Clear","MIDDLESEX"," 2021-0A1-006332","","","Roadside","Mile Marker","Yes, hit and run","","V1:(Other)","None","No, school bus not involved","55","Not reported"," V1:(Ran off road right),(Collision with highway traffic sign post)","No","","","","","","","","205015.00517941","935759.56096920","42.67240380","-71.43882102",""," Rte 3 S","","","90.2","3","","","","","","","88519","2014","0.017","1597","0.079","649","None","Massachusetts Department of Transportation","","0","0","10","Hardened bituminous mix or penetration","36","Bituminous concrete road","10","Hardened bituminous mix or penetration","3","3","54","Depressed Median","Large Urbanized Area","Rural or urban principal arterial","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","Full Access Control","3","55","ROUTE 3","","NEW HAMPSHIRE STATE LINE","TYNGSBOROUGH","Good","Level Terrain","","Derived from count data that is three or more years old","4129","0","0","0","","","Principal Arterial - Other Freeways or Expressways"
"4986286","TYNGSBOROUGH","07/02/2021","Property damage only (none injured)","Open","5:56 PM","2021","No Apparent Injury (O)","2","Local police","","21-24","21-24","","","05:00PM to 05:59PM","D1: (Inattention)  / D2: (No improper driving) ","D2: Not Distracted","Collision with parked motor vehicle","Yes","Daylight","Rear-end","4","","",""," PW202120400228","Dry","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Turning right / V2: Parked","V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: N  / V2: N","Cloudy","MIDDLESEX"," 21-116-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle)","None","No, school bus not involved","10","Not reported"," V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle)","No","","","","","","","","204934.96370733","938634.28864511","42.69828255","-71.43977270","445"," MIDDLESEX RD","","","","","","","","","","","21283","2018","0.477","1042","0.068","128","Both sides","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Bituminous concrete road","12","Hardened bituminous mix or penetration","2","2","5","Raised Median","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","35","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","Derived from count data that is three or more years old","","99","0","0","","","Minor Arterial"
"4986287","TYNGSBOROUGH","07/04/2021","Property damage only (none injured)","Open","11:35 AM","2021","No Apparent Injury (O)","1","Local police","","18-20","18-20","","","11:00AM to 11:59AM","D1: (Unknown) ","","Collision with unknown fixed object","Yes","Daylight","Single vehicle crash","4","","",""," PW202120400105","Wet","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(No)","V1: N","Rain/Cloudy","MIDDLESEX"," 21-117-AC","","","Roadside","At Address","No hit and run","","V1:(Collision with other fixed object (wall, building, tunnel, etc.))","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved","35","No, device not functioning"," V1:(Collision with other fixed object(wall, building, tunnel, etc.))","No","","","","","","","","208716.15998574","938543.06911855","42.69742816","-71.39362764","125"," NORRIS RD","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","22","Bituminous concrete road","3","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","NORRIS ROAD","FROST ROAD","LONG POND ROAD","TYNGSBOROUGH","Good","Rolling Terrain","","","","","0","0","","","Local"
"4986288","TYNGSBOROUGH","07/05/2021","Property damage only (none injured)","Open","7:34 PM","2021","No Apparent Injury (O)","3","Local police","","18-20","35-44","","","07:00PM to 07:59PM","D1: (No improper driving)  / D2: (No improper driving)  / D3: (Inattention),(Disregarded traffic signs, signals, road markings) ","D1: Not Distracted / D2: Not Distracted / D3: Other activity (searching, eating, personal hygiene, etc.)","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202120400107","Dry","T-intersection","NMCOG","0","0","Traffic control signal","Two-way, divided, positive median barrier","V1: Slowing or stopped in traffic / V2: Slowing or stopped in traffic / V3: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car)","V1:(No) / V2:(No) / V3:(No)","V1:(No) / V2:(No) / V3:(Yes, vehicle or trailer disabled)","V1: E  / V2: E  / V3: E","Clear","MIDDLESEX"," 21-119-AC","","","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)","None","No, school bus not involved","30","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)","No","","","","","","","","206705.03740233","936133.11748673","42.67575381","-71.41819964",""," FROST RD / CHRONOPOULOS WAY","","","","","","","","","","","6201","2018","0.049","85","0","26","","Massachusetts Department of Transportation","","","","","","","","","","","","3","Raised Median","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","","","","","SHERBURNE AVENUE","","","TYNGSBOROUGH","","","","Derived from count data that is three or more years old","","","","","","","Minor Arterial"
"4986289","TYNGSBOROUGH","07/07/2021","Property damage only (none injured)","Open","12:50 AM","2021","No Apparent Injury (O)","1","Local police","","18-20","18-20","","","12:00AM to 12:59AM","D1: (Swerving or avoiding due to wind, slippery surface, vehicle, object, vulnerable user in roadway) ","D1: Not Distracted","Collision with curb","Yes","Dark - lighted roadway","Single vehicle crash","4","","",""," PW202120400108","Dry","T-intersection","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: S","Clear","MIDDLESEX"," 21-121-AC","","","Roadside","At Address","No hit and run","","V1:(Collision with curb)","None","No, school bus not involved","35","Not reported"," V1:(Collision with curb)","No","","","","","","","","206700.12685096","938586.21100068","42.69783653","-71.41823086","12"," WINTERGREEN DR","","","","","","","","","","","1154","","","","","","Both sides","City or Town accepted road","","0","0","0","No Shoulder","29","Bituminous concrete road","0","No Shoulder","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","30","WINTERGREEN DRIVE","FROST ROAD","CUL_DE_SAC","TYNGSBOROUGH","Good","Level Terrain","","","","","0","0","","","Local"
"4986290","DUNSTABLE","07/07/2021","Non-fatal injury","Open","7:03 PM","2021","Suspected Minor Injury (B)","1","Local police","","18-20","18-20","","","07:00PM to 07:59PM","D1: (Operating vehicle in erratic, reckless, careless, negligent or aggressive manner),(Exceeded authorized speed limit) ","","Collision with tree","Yes","Daylight","Single vehicle crash","3","","",""," PW202120400109","Wet","Not at junction","NMCOG","0","2","No controls","Two-way, not divided","V1: Turning right","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: N","Rain","MIDDLESEX"," 21-122-AC","","","Roadway","Operator Designated","No hit and run","","V1:(Collision with tree)","None","No, school bus not involved","30","Not reported"," V1:(Collision with tree)","No","","","","","","","","204338.58743912","935794.54603643","42.67272281","-71.44707250",""," CUMMINGS ROAD"," PROGRESS AVENUE","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","14","Surface-treated road","2","Stable - Unruttable compacted subgrade","1","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","BLODGETT STREET","TYNGSBOROUGH TOWN LINE","TYNGSBOROUGH TOWN LINE","DUNSTABLE","Fair","Rolling Terrain","","","","","0","0","","","Local"
"4986291","TYNGSBOROUGH","07/08/2021","Property damage only (none injured)","Open","11:35 AM","2021","No Apparent Injury (O)","2","Local police","","35-44","45-54","","","11:00AM to 11:59AM","D1: (Inattention)  / D2: (No improper driving) ","D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202120400110","Dry","Off-ramp","NMCOG","0","0","Stop signs","One-way, not divided","V1: Turning right / V2: Slowing or stopped in traffic","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(Yes, vehicle or trailer disabled) / V2:(No)","V1: E  / V2: E","Cloudy","MIDDLESEX"," 21-123-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","25","No, device not functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205995.75018353","934414.05398387","42.66028455","-71.42687081","95"," WESTFORD RD","","","","","","","","","","","12050","2018","0.477","590","0.068","72","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Surface-treated road","12","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","99","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","Derived from count data that is three or more years old","","99","0","0","","","Minor Arterial"
"4986292","TYNGSBOROUGH","07/08/2021","Property damage only (none injured)","Open","4:56 PM","2021","No Apparent Injury (O)","1","Local police","","75-84","75-84","","","04:00PM to 04:59PM","D1: (Inattention) ","D1: Not Distracted","Collision with utility pole","Yes","Daylight","Single vehicle crash","4","","",""," PW202120400111","Wet","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Turning left","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: S","Rain","MIDDLESEX"," 21-124-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with utility pole)","None","No, school bus not involved","30","Not reported"," V1:(Collision with utility pole)","No","","","","","","","","203544.95426108","932232.82733013","42.64066402","-71.45677624","339"," WESTFORD RD","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","18","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","","","","0","0","","","Local"
"4986293","TYNGSBOROUGH","07/10/2021","Non-fatal injury","Open","11:46 AM","2021","Suspected Minor Injury (B)","2","Local police","","18-20","45-54","","","11:00AM to 11:59AM","D1: (No improper driving)  / D2: (No improper driving) ","","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202120400112","Wet","Off-ramp","NMCOG","0","2","No controls","Two-way, divided, positive median barrier","V1: Travelling straight ahead / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: N  / V2: N","Cloudy","MIDDLESEX"," 21-125-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved","25","Not reported"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206319.94736071","936130.70217392","42.67573529","-71.42289770","216"," MIDDLESEX RD","","","","","","","","","","","6957","2011","2","148","1.2","95","Both sides","","","0","4","0","No Shoulder","24","Bituminous concrete road","0","No Shoulder","2","2","2","Raised Median","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","35","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","Derived from factoring counts from the previous year count-base ","7077","0","0","0","","","Minor Arterial"
"4986294","TYNGSBOROUGH","07/12/2021","Property damage only (none injured)","Open","12:25 PM","2021","No Apparent Injury (O)","2","Local police","","55-64","65-74","","","12:00PM to 12:59PM","D1: (No improper driving)  / D2: (Unknown) ","","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW202120400113","Wet","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead / V2: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)","V1: S  / V2: S","Rain","MIDDLESEX"," 21-126-AC","","","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","No, device not functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205285.50105413","938107.21363563","42.69353554","-71.43549954","397"," MIDDLESEX RD","","","","","","","","","","","20977","2018","0.477","1028","0.068","126","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","46","Bituminous concrete road","12","Hardened bituminous mix or penetration","4","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","35","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","MassDOT Highway Special Count","","99","0","0","","","Minor Arterial"
